PuzzleId,GameId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,OpeningTags
004Ao,aFlzjb1K#81,4qk2/1b3rR1/p7/1p2Q3/4P2P/P2P3K/2r5/3R4 w - - 5 41,g7f7 e8f7 e5h8 f8e7,1711,96,86,26,['advantage' 'endgame' 'short'],
004Ax,x2mMwVJD/black#84,8/8/4R1kp/p7/5rPK/8/7P/8 b - - 2 42,g6f7 e6h6 f4f6 h6h7 f7g6 h7a7,2061,79,92,646,['crushing' 'endgame' 'exposedKing' 'long' 'rookEndgame'],
004BW,EXlG6TZs#25,r1bk2r1/ppq2pQp/3bpn2/1BpnN3/5P2/1P6/PBPP2PP/RN2K2R w KQ - 3 13,e5f7 d8e7 g7g8 f6g8,1466,79,91,1804,['advantage' 'master' 'middlegame' 'short'],['Sicilian_Defense' 'Sicilian_Defense_Modern_Variations']
004JD,6vTeEc3x#81,3r4/R7/2p5/p1P2p2/1p4k1/nP6/P2KNP2/8 w - - 3 41,d2e3 a3c2,1297,82,91,2788,['cornerMate' 'endgame' 'mate' 'mateIn1' 'oneMove'],
004LZ,drahwNdj#95,8/7R/5p2/p7/7P/2p5/3k2r1/1K2N3 w - - 3 48,e1g2 c3c2 b1a2 c2c1q h7d7 d2e2,1187,77,93,2047,"['advancedPawn' 'crushing' 'defensiveMove' 'deflection' 'endgame' 'long'
 'promotion']",
004Lu,WMeZuWza/black#76,8/p1p4p/4Pk2/2PP1p1P/1r3r2/5B2/P3RK2/8 b - - 3 38,f6e7 d5d6 c7d6 c5d6 e7d6 e6e7,1082,75,99,1556,['advancedPawn' 'advantage' 'endgame' 'exposedKing' 'long' 'master'],
004Op,tneg9Bzk#51,2kr2r1/1bp4n/1pq1p2p/p1P5/1P3B2/P6P/5RP1/RB2Q1K1 w - - 3 26,e1f1 d8d1 f1d1 g8g2 g1f1 g2g1 f1e2 g1d1,2241,76,92,2384,"['crushing' 'deflection' 'kingsideAttack' 'middlegame' 'pin' 'sacrifice'
 'skewer' 'veryLong']",
004RF,2UeWcE4h/black#60,5rk1/5ppp/1p6/1qp2P1Q/3p3P/6R1/6PK/8 b - - 0 30,c5c4 g3g7 g8g7 f5f6 g7f6 h5b5,1746,78,82,55,['attraction' 'crushing' 'discoveredAttack' 'endgame' 'long' 'sacrifice'],
004Ud,pJ7nXTvE/black#22,r1bqk2r/p3Bppp/3p4/1ppn4/4P3/4Q3/PPP2PPP/2KR1B1R b kq - 0 11,d5e7 f1b5 c8d7 d1d6 d7b5 d6d8,1674,76,94,3260,['advantage' 'interference' 'long' 'middlegame'],['Three_Knights_Opening' 'Three_Knights_Opening_Other_variations']
004WZ,BQIdXPOM#51,r6k/1b3pp1/p1q1pn1p/2p5/P1B5/1PN4Q/2P1RP1P/R4Kr1 w - - 2 26,f1g1 c6h1,874,97,94,132,['mate' 'mateIn1' 'middlegame' 'oneMove'],
004X6,wvPFkjF9#51,1r4k1/p4ppp/2Q5/3pq3/8/P6P/2PR1PP1/Rr4K1 w - - 1 26,a1b1 b8b1 d2d1 b1d1,1152,266,83,14,['endgame' 'mate' 'mateIn2' 'short'],
004XI,54fnArpo/black#68,8/3kqp2/4p3/p2p4/3P1P2/4P1rP/7r/1QR2K2 b - - 1 34,e7a3 b1b7 d7e8 c1c8,982,90,70,35,['endgame' 'mate' 'mateIn2' 'short'],
004Ys,LcIJdugn/black#38,r4rk1/3q1pbp/p1n1p1p1/2p3NP/1p3B2/3P3Q/PPP3P1/R3R1K1 b - - 2 19,d7d4 f4e3 d4f6 e1f1 f6e5 h5g6 e5e3 h3e3,2379,81,90,463,['advantage' 'defensiveMove' 'middlegame' 'veryLong'],['Sicilian_Defense' 'Sicilian_Defense_McDonnell_Attack']
004b0,CJKIi1QJ#95,5kB1/4b3/4P3/2p2P2/2b5/8/p7/B6K w - - 4 48,g8f7 e7g5 f5f6 g5e3 a1e5 e3f4 e5f4 a2a1q,2368,109,47,36,"['advancedPawn' 'bishopEndgame' 'crushing' 'deflection' 'endgame'
 'promotion' 'quietMove' 'veryLong']",
004d8,FrR3BHbW/black#78,8/4kr2/R2p4/1p1Pp1p1/5p2/3K1P2/PPP5/8 b - - 0 39,g5g4 a6a7 e7f6 a7f7 f6f7 f3g4,1608,78,87,104,['crushing' 'endgame' 'long' 'rookEndgame'],
004iZ,dQ85JUe1/black#40,r2r2k1/2q1bpp1/3p1n1p/1ppN4/1P1BP3/P5Q1/4RPPP/R5K1 b - - 1 20,f6d5 g3g7,446,104,89,1024,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],
004kB,Cl9T6bjt#31,4rr1k/pQpn2pp/3p1q2/8/8/2P5/PP3PPP/RN3RK1 w - - 1 16,b7c7 f6f2 f1f2 e8e1 f2f1 e1f1,1209,76,60,195,['kingsideAttack' 'long' 'mate' 'mateIn3' 'middlegame' 'sacrifice'],['Ruy_Lopez' 'Ruy_Lopez_Steinitz_Defense']
004mT,Jqhi4ozb/black#102,5Q2/8/1b1kp1p1/5p2/3p4/5qPK/7P/8 b - - 1 51,d6c6 f8a8 c6d6 a8f3,1374,74,98,8814,['advantage' 'endgame' 'short' 'skewer'],
004nd,IajkZZBp/black#48,3q2k1/2r5/pp3p1Q/2b1n3/P3N3/2P5/1P4PP/R6K b - - 0 24,c7d7 e4f6 d8f6 h6f6,898,75,83,209,['crushing' 'fork' 'middlegame' 'short'],
004sY,sMrTPfXp#113,8/2k3n1/3p2p1/1KpP2Pp/2P4P/7B/8/8 w - - 0 57,b5a6 c7d8 a6b5 g7f5,2191,95,68,33,['crushing' 'endgame' 'short'],
004sg,pSRIvt7K#75,6k1/p3b2p/1p1pP3/2p3P1/1Pnp3B/P6P/3Q3K/8 w - - 0 38,b4c5 c4d2 c5c6 d6d5 g5g6 e7d6,2404,89,90,1376,['advantage' 'clearance' 'endgame' 'hangingPiece' 'long' 'quietMove'],
004u0,3gEqoQeQ/black#68,6k1/ppq3pp/2p1rp2/4r3/4p1Q1/P5RP/1P3PP1/3R2K1 b - - 3 34,e6e8 d1d7 c7d7 g4d7,1326,77,91,1033,['advantage' 'endgame' 'short'],
004yJ,8N3Hfj05#31,r4rk1/1bp2ppp/p1q1pn2/2P5/8/3B1N2/P1P1QPPP/R4RK1 w - - 0 16,f3e5 c6g2,906,87,100,81,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['French_Defense' 'French_Defense_Exchange_Variation']
004zI,HE33gdt4/black#54,2q3k1/4br1p/6RQ/1p1n2p1/7P/1P4P1/1B2PP2/6K1 b - - 0 27,h7g6 h6h8,1453,80,91,379,['endgame' 'mate' 'mateIn1' 'oneMove'],
004zh,sYeKSrqj/black#76,4b1k1/4Pr2/3R2pp/1ppBP1q1/8/PP4P1/2P4P/3R3K b - - 2 38,g5h5 d1f1 g8g7 d5f7 e8f7 d6d8 h5e5 f1f7 g7f7 e7e8q e5e8 d8e8,2624,95,70,117,"['advancedPawn' 'attraction' 'crushing' 'endgame' 'exposedKing'
 'intermezzo' 'pin' 'promotion' 'quietMove' 'veryLong']",
0050w,QD8pUcTR/black#60,5rk1/1p2p1rp/p2p4/2pPb2R/2P1P3/1P1BKP1R/8/8 b - - 4 30,g7g3 h3g3 e5g3 h5g5 g8f7 g5g3,1095,85,91,1513,['crushing' 'endgame' 'fork' 'long'],
0054a,kZlE1pvD/black#30,r1b2rk1/ppq2ppp/8/4b2Q/4R3/3B4/PP3PPP/R1B3K1 b - - 1 15,g7g6 h5e5 c7e5 e4e5,1466,77,97,6964,['advantage' 'middlegame' 'short'],['Queens_Pawn_Game' 'Queens_Pawn_Game_Colle_System']
0055Y,7Jpwzowt/black#46,r1b2rk1/p3pp2/2B4b/2Qpq3/3N2pp/4P3/2P2PPP/1R2K2R b K - 1 23,h6e3 f2e3 e5e3 e1d1,2055,76,80,149,['advantage' 'defensiveMove' 'middlegame' 'short'],
005Bm,KKslCMev/black#86,4rk2/p1q5/1p3Q1b/8/1p5N/2P1p3/P3P3/2K5 b - - 0 43,c7f7 h4g6 f8g8 f6h8,1260,75,96,5764,['endgame' 'mate' 'mateIn2' 'pin' 'short'],
005Ep,ttFEoJfQ/black#62,5kr1/ppR3p1/3R3p/8/1r1n4/8/1P3PPP/2K5 b - - 4 31,d4b5 d6d8,805,81,100,345,['endgame' 'mate' 'mateIn1' 'oneMove'],
005HG,JTymzeq9#23,r2q1rk1/p1p2pp1/3bbn1p/4N3/2Q5/1P4P1/PB1PPP1P/RN2K2R w KQ - 1 12,c4c2 d6e5 b2e5 d8d5 f2f3 d5e5,1772,75,88,699,['advantage' 'clearance' 'fork' 'long' 'opening'],['English_Opening' 'English_Opening_Kings_English_Variation']
005N7,jxZhmGhg/black#64,r6k/2q3pp/8/2p1n3/R1Qp4/7P/2PB1PP1/6K1 b - - 0 32,e5c4 a4a8 c7b8 a8b8,651,102,95,1918,['backRankMate' 'endgame' 'hangingPiece' 'mate' 'mateIn2' 'short'],
005YM,fDmK2ipV#47,5k2/p4pp1/1qn3r1/3pP2p/5P2/1NPQ4/Pr3RPP/R5K1 w - - 5 24,b3d4 b2f2 g1f2 c6d4 d3d4 b6b2,2429,104,90,261,['advantage' 'long' 'middlegame'],
005YX,zbi5w5Qy#49,2rr4/2N2pk1/p1Q1b1pp/1p4q1/3pP3/1B1P4/PPP3PP/6RK w - - 7 25,c7e6 f7e6 c6b7 g7h8,1964,130,100,35,['defensiveMove' 'equality' 'middlegame' 'short'],
005do,Q1hPi58C/black#84,7r/pp1k4/4p1b1/3pP1Np/3P1P1K/8/P7/2R5 b - - 7 42,h8f8 c1c7 d7c7 g5e6 c7b6 e6f8,1439,98,60,47,['attraction' 'crushing' 'deflection' 'endgame' 'fork' 'long' 'sacrifice'],
005f3,Prb24UzR/black#64,r5k1/2p1pp2/pp4p1/1q1r4/5P2/2QP2R1/PP6/1K4R1 b - - 0 32,d5h5 g3g6 f7g6 g1g6 g8f7 c3g7 f7e8 g7g8 e8d7 g8e6 d7d8 g6g8,1954,74,95,15676,['crushing' 'endgame' 'sacrifice' 'veryLong'],
005gP,I76OvKQT#83,8/8/3p4/2kP4/1p4P1/2pK4/P7/8 w - - 1 42,g4g5 c5d5 g5g6 d5e6 g6g7 e6f7 a2a4 b4a3 g7g8r f7g8,1640,75,100,160,['crushing' 'enPassant' 'endgame' 'pawnEndgame' 'veryLong'],
005jJ,wt6Q2xGb#19,r1b1qrk1/pp1n1pbp/2pp1np1/4p3/2PP1B2/2NBPN1P/PP3PP1/R2Q1RK1 w - - 0 10,d4e5 d6e5 f4h2 e5e4,1215,82,70,37,['advantage' 'opening' 'short'],['Queens_Pawn_Game' 'Queens_Pawn_Game_Other_variations']
005jR,ltr8kYV9#67,8/5p1k/1P4pp/3Qn3/4BP2/6P1/1p2P2P/2q3K1 w - - 1 34,g1f2 b2b1q e4b1 e5g4 f2f3 c1h1,2783,116,90,285,['advancedPawn' 'crushing' 'endgame' 'long' 'promotion'],
005nD,hlgaj6lV/black#46,3rk2r/2qn1pp1/p1Q1R3/3n3p/8/8/PP4PP/5R1K b k - 0 23,f7e6 c6e6 d5e7 e6f7,1104,76,96,1345,['fork' 'mate' 'mateIn2' 'middlegame' 'short'],
005qG,RMj9gStA/black#72,8/8/1p1k1p1p/3npp2/2B5/PP1K1PP1/7P/8 b - - 0 36,f5f4 c4d5 f4g3 h2g3 d6d5 g3g4,2310,85,65,56,['crushing' 'defensiveMove' 'endgame' 'long'],
005wJ,2mU9GJhQ#17,r3kb1r/ppqn1ppp/4pn2/1Q2Nb2/3P4/8/PP2PPPP/RNB1KB1R w KQkq - 4 9,e5d7 c7c1,1371,78,80,1230,['hangingPiece' 'mate' 'mateIn1' 'oneMove' 'opening'],['Queens_Pawn_Game' 'Queens_Pawn_Game_Zukertort_Variation']
005ws,LOwACSXb#123,8/8/5pp1/3K3p/3N2kP/8/8/8 w - - 2 62,d5e6 g6g5 h4g5 f6g5 e6d5 h5h4 d5e4 h4h3 d4f3 g4g3,2495,78,93,2356,"['crushing' 'endgame' 'knightEndgame' 'master' 'masterVsMaster'
 'quietMove' 'veryLong']",
005wy,mBQMheB4#53,1r6/pp2kpp1/2n1p1n1/3p2PQ/5P2/2PqP3/PP1N4/2KR3R w - - 3 27,h5h7 c6b4 c3b4 b8c8 d2c4 c8c4,1936,76,94,6731,['long' 'mate' 'mateIn3' 'middlegame' 'queensideAttack' 'sacrifice'],
005x9,TiwHxq8n#25,r1b1kb1Q/ppp4p/6pB/3P4/2pn4/8/PPP1qPPP/RN1K3R w q - 2 13,d1c1 e2c2,818,80,100,241,['mate' 'mateIn1' 'middlegame' 'oneMove' 'queensideAttack'],['Italian_Game' 'Italian_Game_Rousseau_Gambit']
005xu,TDu28XvE/black#136,8/3k4/1K1P4/2P3r1/R7/5b2/8/8 b - - 0 68,g5g8 a4a7 d7e6 a7e7 e6d5 d6d7,1914,86,84,36,['advancedPawn' 'crushing' 'endgame' 'exposedKing' 'long'],
005yO,j65YI8hC/black#48,r1r3k1/ppq3bQ/4p2p/4n3/3p4/2P5/PBB2PPP/4R1K1 b - - 2 24,g8f8 b2a3 f8f7 c2d1 c8h8 d1h5 f7f6 h7e4,3168,116,93,975,['advantage' 'exposedKing' 'middlegame' 'quietMove' 'veryLong'],
0061g,dJ3xEKJK/black#54,6k1/pp3pp1/2p1q1Pp/3b4/8/6Q1/PB3Pp1/3RrNK1 b - - 2 27,e1d1 g3b8 e6e8 b8e8,801,93,73,269,['endgame' 'mate' 'mateIn2' 'short'],
656,V9os02rv#35,7r/ppp2kp1/2nb1pp1/3p3r/3P2q1/2PQB2P/PP3PP1/R3R1K1 w - - 0 18,h3g4 h5h1,688,91,97,202,['mate' 'mateIn1' 'middlegame' 'oneMove'],['Scandinavian_Defense' 'Scandinavian_Defense_Modern_Variation']
0068B,LNdzAgWP/black#36,r1q3k1/4bppp/pp2pn2/4B3/8/2N2Q2/PPPR1PPP/6K1 b - - 0 18,f6d7 d2d7 c8d7 f3a8,1435,79,92,6154,['crushing' 'deflection' 'middlegame' 'short'],['Sicilian_Defense' 'Sicilian_Defense_Katalimov_Variation']
0068D,WNAZgV2o#51,7r/pppk4/2pb1r2/8/2NP2p1/2P5/PP2RPP1/4R1K1 w - - 2 26,c4d6 f6h6 f2f4 g4g3 e2e7 d7d6 g1f1 h6h1,1949,77,92,729,['crushing' 'endgame' 'veryLong'],
60,KaLKLKD5#67,5rk1/R4pp1/1p5p/3Q4/1PPp2q1/3P2P1/5P2/4nK2 w - - 0 34,f1e1 f8e8 e1f1 g4h3 d5g2 e8e1 f1e1 h3g2,1528,74,96,20288,['crushing' 'deflection' 'endgame' 'veryLong'],
006GK,CSpoYrv7/black#32,2kr1br1/ppBb1ppp/8/3P2Q1/3n2n1/5N2/PP3qPP/RN2R2K b - - 0 16,d4f3 g5d8,1020,136,71,21,['mate' 'mateIn1' 'oneMove' 'opening' 'queensideAttack'],['Italian_Game' 'Italian_Game_Two_Knights_Defense']
006HV,ibb2c72C#61,1r6/5k2/2p1pNp1/p5Pp/1pQ1P2P/2P4R/KP3P2/3q4 w - - 4 31,c4c6 b4b3 a2a3 d1a1,1159,87,93,1015,['endgame' 'mate' 'mateIn2' 'short'],
006NL,yA3M5Q6W#63,1r6/k2qn1b1/p1b1p1p1/2PpPpN1/2nN1P1P/p4B2/1PP2Q2/1K1R3R w - - 0 32,d4c6 e7c6 b2b3 a3a2 b1a1 c4e5 f4e5 g7e5 a1a2 b8b5,2545,89,86,125,['advancedPawn' 'advantage' 'middlegame' 'pin' 'veryLong'],
006OI,6AH1H5wg#105,8/p7/5k2/P5R1/6KP/8/8/5r2 w - - 5 53,g5g8 f1g1 g4f4 g1g8,843,97,76,263,['crushing' 'endgame' 'rookEndgame' 'short' 'skewer'],
006RM,ceS0QvtT/black#58,1k1r3r/2q5/pp1n2p1/8/1Q6/3R2P1/PPP2P1P/3R2K1 b - - 4 29,c7c5 b4c5 b6c5 d3d6 d8d6 d1d6,1448,78,82,1130,['crushing' 'long' 'middlegame'],
006XF,Ynra1LLE/black#34,r5kr/pp1qb1p1/2p4p/3pPb1Q/3P4/2P1B3/PP4PP/R4RK1 b - - 1 17,f5e4 h5f7 g8h7 f1f6 e7f6 f7d7,2371,90,90,1928,['advantage' 'long' 'middlegame' 'pin'],['Russian_Game' 'Russian_Game_Italian_Variation']
006cZ,qrbDEp56/black#56,3r1rk1/1p4p1/p1p3Qp/2q5/8/3n1N1P/PP1R2P1/5R1K b - - 7 28,g8h8 d2d3 d8d3 g6d3,1376,75,88,650,['advantage' 'master' 'masterVsMaster' 'middlegame' 'short'],
006fF,mAf9SSin/black#34,r1b4r/pp1k2pp/2nb2q1/1B1p2B1/3p3Q/8/PPP2PPP/3RR1K1 b - - 5 17,h7h6 h4g4 d7c7 g5d8 h8d8 g4g6,1752,75,96,7423,['advantage' 'discoveredAttack' 'exposedKing' 'long' 'middlegame'],['Italian_Game' 'Italian_Game_Two_Knights_Defense']
006i7,77CYKPKY#35,r4rk1/3nqpp1/2p1bn1p/3pN3/1p1P4/2NQP2P/1PB2PP1/R4RK1 w - - 0 18,e5c6 e7d6 a1a8 f8a8 c6b4 d6b4,1769,87,82,62,['advantage' 'long' 'middlegame'],['Queens_Gambit_Declined' 'Queens_Gambit_Declined_Other_variations']
006ia,fcKXrUhC#47,1r4k1/4bpp1/1rp2n1p/3p4/3P4/2N1B1P1/Pq2QPKP/2R1R3 w - - 3 24,e3h6 b2e2 e1e2 e7a3 h6e3 a3c1,2073,136,68,9,['advantage' 'long' 'middlegame'],
006of,MIdWd89x#39,r2qr2k/1pp2pp1/1b4np/pP2P3/P4n2/BQN2N1P/5PP1/R3R1K1 w - - 3 20,b3f7 d8d3 c3e2 f4e2 e1e2 d3e2,2651,114,89,978,['advantage' 'kingsideAttack' 'long' 'middlegame'],
006om,BMIgw1OR/black#58,1r3k2/5p1p/2p1pp2/P2n4/2r1N3/P4PK1/2R2P1P/2R5 b - - 9 29,c4a4 e4c5 a4a5 c5d7 f8g7 d7b8,1932,74,95,8631,['crushing' 'endgame' 'fork' 'long' 'master'],
006pe,gkSEAS27/black#56,r4r2/2q1NN2/4bQpk/2n4p/pp5P/8/1PP2PP1/2KR3R b - - 0 28,e6f7 e7f5 h6h7 f6g7,1657,75,96,4798,['master' 'mate' 'mateIn2' 'middlegame' 'pin' 'short'],
006wz,qT0W6o27/black#44,2r5/4ppkp/5bp1/1p6/1P6/P3B3/2r2PPP/1R1R2K1 b - - 2 22,f6b2 b1b2 c2b2 e3d4 f7f6 d4b2,1428,75,80,544,['attraction' 'crushing' 'endgame' 'fork' 'long' 'sacrifice'],
006yP,vf9MOLH1/black#80,6R1/8/Kpk1p3/1p1pP3/6P1/PPP1r3/8/8 b - - 3 40,e3c3 g8c8 c6d7 c8c3,819,89,80,152,['crushing' 'endgame' 'master' 'rookEndgame' 'short' 'skewer'],
0071K,gY0ZkxR4#75,3N1r2/6R1/kp6/p2pPp1Q/2pP2P1/2q5/2P5/2K5 w - - 0 38,g7a7 a6a7 h5h7 a7a6,1126,85,94,470,['crushing' 'defensiveMove' 'endgame' 'hangingPiece' 'short'],
0071N,HRlw71ON/black#60,6k1/p4pp1/1p5p/4b3/4B3/4P1P1/PpR2PKP/3r4 b - - 1 30,b2b1q c2c8 d1d8 c8d8,555,93,93,279,['endgame' 'mate' 'mateIn2' 'pillsburysMate' 'short'],
0072T,aqhibPRF#31,3q1nk1/1bN2rpp/pp1P4/1N6/4n2b/8/PPP2PPP/R1BQ1RK1 w - - 1 16,b5d4 h4f2 f1f2 e4f2,2281,79,87,517,['advantage' 'kingsideAttack' 'master' 'middlegame' 'short'],['Philidor_Defense' 'Philidor_Defense_Lion_Variation']
734,jM0Jnw0u/black#52,rn3bk1/2rqp2p/2p3p1/3p1p2/3P1P1B/pP1BP3/P1Q2PRP/1KR5 b - - 0 26,b8a6 d3f5 e7e6 f5g6,1692,74,89,128,['crushing' 'middlegame' 'pin' 'short'],
761,vu70Maig/black#56,3r2k1/1b3pbR/p2P2P1/3p2N1/2p5/2P2N2/PP6/2K5 b - - 0 28,f7g6 h7g7 g8g7 g5e6 g7g8 e6d8,1474,76,94,21952,['attraction' 'crushing' 'endgame' 'exposedKing' 'fork' 'long' 'sacrifice'],
0078T,mXf4gFYU/black#54,rk5r/1b3R2/pp2p2q/4P2p/B2p3B/4R2P/PP4P1/5Q1K b - - 0 27,d4e3 f7b7 b8b7 f1f7 b7b8 h4e7,2248,80,81,87,"['attraction' 'crushing' 'defensiveMove' 'exposedKing' 'long' 'middlegame'
 'queensideAttack' 'sacrifice']",
798,4DOjQjiM#119,6K1/4k3/4P3/6pp/6rP/4R1P1/8/8 w - - 0 60,g8g7 g5h4 g7h6 h4g3,1934,76,88,547,['crushing' 'discoveredAttack' 'endgame' 'rookEndgame' 'short'],
007AH,MCM1Gmz4#35,3r1n2/1bp1bkpp/p1q2n2/1p6/3P4/P1N3B1/1PP2PPP/R2QR1K1 w - - 5 18,d1e2 c6g2,572,83,100,140,['kingsideAttack' 'master' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Scandinavian_Defense' 'Scandinavian_Defense_Valencian_Variation']
007AS,Nfuw1Dug/black#34,r3kb1r/3nnpp1/4p1bp/1NppP3/3P4/6N1/P2BBPPP/R3K2R b KQkq - 0 17,a8b8 b5d6 e8d8 d2a5,1601,79,88,45,['crushing' 'master' 'middlegame' 'short'],['Caro-Kann_Defense' 'Caro-Kann_Defense_Advance_Variation']
007HB,prYQo0BK#29,rn2q1k1/pp3ppp/2pb4/3p1B2/2Pn4/1Q3N2/PP3PPP/R1B4K w - - 0 15,f3d4 e8e1,512,94,86,181,['mate' 'mateIn1' 'middlegame' 'oneMove'],['Petrovs_Defense' 'Petrovs_Defense_Classical_Attack']
007OE,1c7uOUzp#57,8/pkp5/2p1p3/3p4/N2q4/1n4Q1/PPP3Pr/K2R4 w - - 2 29,a2b3 d4d1 a1a2 h2h1 a4c5 b7b6,1284,76,54,167,['advantage' 'endgame' 'hangingPiece' 'long' 'quietMove'],
007QU,ZduvBU6U/black#44,2rq1rk1/1b3p1p/p3p3/1p1pB1p1/2nP2N1/1RP1PP2/P1Q3PP/3R2K1 b - - 1 22,f7f5 g4h6,1015,76,100,155,['mate' 'mateIn1' 'middlegame' 'oneMove'],
007Rn,L9kH7FqT#67,4r1k1/p4p1p/1p6/6q1/3P2n1/P4Q2/1P1B2P1/7K w - - 0 34,d2g5 e8e1 f3f1 e1f1,990,83,75,77,['endgame' 'mate' 'mateIn2' 'short'],
007XE,f4f7UwiT#31,2kr3r/p1p1bpp1/2p2n1p/8/8/1P6/P1P1RPPP/RNB3K1 w - - 1 16,e2e7 d8d1 e7e1 d1e1,628,93,79,82,['backRankMate' 'fork' 'mate' 'mateIn2' 'middlegame' 'short'],['Kings_Pawn_Game' 'Kings_Pawn_Game_Leonardis_Variation']
007bH,Hoq46gJU/black#30,r2q1rk1/2p2ppn/2pbp2p/p2p4/P4PQ1/1P1PP3/1BPN2PP/4RR1K b - - 4 15,f7f5 g4g7,963,101,87,25,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Bird_Opening' 'Bird_Opening_Dutch_Variation']
007c6,vqwzqZHC/black#34,2kr3r/pp1n2pp/2QB1bp1/5q2/2B5/8/PPP2PPP/3R1RK1 b - - 0 17,b7c6 c4a6,721,80,56,163,['bodenMate' 'mate' 'mateIn1' 'middlegame' 'oneMove'],['Elephant_Gambit' 'Elephant_Gambit_Other_variations']
007eS,8qs8bafy#57,6k1/p4p2/1p5p/4r3/P3B3/1P3P2/2PK2PP/8 w - - 0 29,d2e3 f7f5 g2g4 f5e4,1229,75,95,13466,['advantage' 'endgame' 'short'],
007en,jzE2yKAk#39,rn3rk1/4pp1p/3p2pB/2q4P/3bP1b1/Pp2Q3/1P2B3/1K1R2NR w - - 0 20,e3d4 c5c2 b1a1 a8a3 b2a3 c2a2,1852,75,96,3488,['long' 'mate' 'mateIn3' 'middlegame' 'queensideAttack' 'sacrifice'],
007fJ,34ezZi7R#103,8/1P3ppp/8/8/8/2pk3P/3p2P1/3K4 w - - 0 52,b7b8q c3c2,644,99,89,637,['advancedPawn' 'endgame' 'mate' 'mateIn1' 'oneMove' 'queenEndgame'],
007gO,id1brvZc#61,2r3rk/5p2/4p2p/4q3/1Q6/8/1P3PPP/R4RK1 w - - 0 31,a1c1 e5g5 g2g3 c8c1,2197,85,76,48,['crushing' 'endgame' 'short'],
007ku,QveLbBjG/black#70,r1bq3Q/1np2kp1/p5B1/1p1Pp3/1Pn2BP1/2b2P2/P3K3/R4N2 b - - 5 35,f7g6 h8h5 g6f6 f4g5,1663,75,89,965,['mate' 'mateIn2' 'middlegame' 'short'],
007mr,J12UnEgz#65,5k2/p2r3p/1p4pP/3r1q2/3Rp3/2P5/PP3PQ1/K3R3 w - - 0 33,d4e4 d5d1 e1d1 d7d1,750,77,100,168,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],
007tv,ky7qZNjk/black#22,r3k1nr/1pp2ppp/1pnp2q1/4p1B1/2B1P3/3P1Q1P/PPP2PP1/R4RK1 b kq - 0 11,g6g5 f3f7 e8d8 f7f8 d8d7 f8a8,1115,79,90,1315,['advantage' 'attackingF2F7' 'long' 'middlegame' 'skewer'],['Italian_Game' 'Italian_Game_Giuoco_Pianissimo']
0082f,fHfmODEz/black#42,r4rk1/2q2ppp/3pp3/4Pb1N/pp6/1B4Q1/PPP3PP/1K1RR3 b - - 0 21,a4b3 g3g7,863,77,100,502,['kingsideAttack' 'mate' 'mateIn1' 'middlegame' 'oneMove'],
0088O,GmH1DPx6/black#74,7Q/2p5/1p2prp1/p4k1p/P4p1P/8/6RK/3q4 b - - 2 37,d1a4 g2g5 f5e4 h8f6,1133,80,85,444,['crushing' 'deflection' 'endgame' 'short'],
008D5,jIGC2FuP/black#18,r1bqk2r/pp3ppp/4p2n/3pP3/1b1P1P2/2N5/PP4PP/R1BQKB1R b KQkq - 2 9,h6f5 d1a4 c8d7 a4b4,1408,75,85,1188,['advantage' 'fork' 'master' 'opening' 'short'],['French_Defense' 'French_Defense_La_Bourdonnais_Variation']
008EC,q5CqLXP5#61,6k1/4rpp1/p6p/7P/q1pP1R2/2Pb2Q1/P4RP1/6K1 w - - 9 31,f4f7 e7f7 g3b8 g8h7 f2f7 a4d1 g1f2 d1f1 f2g3 f1f7,2243,88,91,419,['advantage' 'endgame' 'skewer' 'veryLong'],
008GK,9vFFDYsH/black#62,1k1r4/ppp3p1/8/1P5p/8/P3n2P/2P1r1P1/B3NRK1 b - - 4 31,d8d1 f1f8 d1d8 f8d8,488,106,90,1723,['backRankMate' 'endgame' 'mate' 'mateIn2' 'short'],
008LD,jzHHsjDp#69,8/6pp/4N1k1/5p2/5P2/5rPb/4R2P/6K1 w - - 0 35,e6g5 f3f1,403,101,78,181,['endgame' 'mate' 'mateIn1' 'oneMove' 'operaMate'],
008LT,vnxisKeU/black#52,r4rk1/6p1/b3p1nN/p1pp4/1p3P1q/3P1Q1B/PPP2PK1/R6R b - - 0 26,g8h8 h6f7 f8f7 h3e6,2197,81,90,1369,['crushing' 'kingsideAttack' 'middlegame' 'pin' 'sacrifice' 'short'],
008Nz,HNU4zavC/black#58,6k1/2p2ppp/pnp5/B7/2P3PP/1P1bPPR1/r6r/3R2K1 b - - 1 29,d3e2 d1d8,473,99,85,892,['backRankMate' 'mate' 'mateIn1' 'middlegame' 'oneMove'],
008P4,3GoHPRp3#69,8/4k3/1p1p4/rP2p1p1/P2nP1P1/3BK3/8/R7 w - - 0 35,e3d2 d4b3 d2c3 b3a1,694,97,95,1684,['crushing' 'endgame' 'fork' 'short'],
